scenario,region,period,technology,emission type,electricity production [EJ/yr],specific emissions [gCO2eq/kWh]
ADV_WP5_P240_FullTech,CHN,2020,Biomass|w/ CCS,LUC,3.993e-4,737.3217208613594
ADV_WP5_P240_FullTech,CHN,2020,Coal|w/ CCS,Construction,5.175e-5,0.8165948193116868
ADV_WP5_P240_FullTech,CHN,2020,Coal|w/ CCS,direct fossil CO2 (CCS),5.175e-5,101.91304347826087
ADV_WP5_P240_FullTech,CHN,2020,Coal|w/ CCS,Operation,5.175e-5,44.37237359564311
ADV_WP5_P240_FullTech,CHN,2020,Coal|w/ CCS,upstream CH4,5.175e-5,20.90097944924034
ADV_WP5_P240_FullTech,CHN,2020,Coal|w/o CCS,Construction,6.898,0.3078142169046008
ADV_WP5_P240_FullTech,CHN,2020,Coal|w/o CCS,direct fossil CO2 (non-CCS),6.898,906.5236300376921
ADV_WP5_P240_FullTech,CHN,2020,Coal|w/o CCS,Operation,6.898,27.78083201701885
ADV_WP5_P240_FullTech,CHN,2020,Coal|w/o CCS,upstream CH4,6.898,18.95898097630435
ADV_WP5_P240_FullTech,CHN,2020,Gas|w/ CCS,Construction,2.523e-5,0.6454158580441797
ADV_WP5_P240_FullTech,CHN,2020,Gas|w/ CCS,direct fossil CO2 (CCS),2.523e-5,39.70986920332937
ADV_WP5_P240_FullTech,CHN,2020,Gas|w/ CCS,Operation,2.523e-5,27.304747744471822
ADV_WP5_P240_FullTech,CHN,2020,Gas|w/ CCS,upstream CH4,2.523e-5,65.837608616232
ADV_WP5_P240_FullTech,CHN,2020,Gas|w/o CCS,Construction,11.22,0.1901064911930304
ADV_WP5_P240_FullTech,CHN,2020,Gas|w/o CCS,direct fossil CO2 (non-CCS),11.22,375.0802139037433
ADV_WP5_P240_FullTech,CHN,2020,Gas|w/o CCS,Operation,11.22,19.86630334852369
ADV_WP5_P240_FullTech,CHN,2020,Gas|w/o CCS,upstream CH4,11.22,64.00096940359552
ADV_WP5_P240_FullTech,CHN,2020,Nuclear,Construction,1.601,1.9381187634603776
ADV_WP5_P240_FullTech,CHN,2020,Nuclear,Operation,1.601,7.816038887289452
ADV_WP5_P240_FullTech,CHN,2020,Solar|CSP,Construction,0.01188,21.914614867914956
ADV_WP5_P240_FullTech,CHN,2020,Solar|CSP,Operation,0.01188,1.119778844087675
ADV_WP5_P240_FullTech,CHN,2020,Solar|PV,Construction,0.5191,29.430496176338917
ADV_WP5_P240_FullTech,CHN,2020,Solar|PV,Operation,0.5191,0.0614947267361688
ADV_WP5_P240_FullTech,CHN,2020,Wind,Construction,2.218,6.042626065352446
ADV_WP5_P240_FullTech,CHN,2020,Wind,Operation,2.218,0.6107641649223545
ADV_WP5_P240_FullTech,EUR,2020,Biomass|w/o CCS,Construction,0.5479,1.8907572857405746
ADV_WP5_P240_FullTech,EUR,2020,Biomass|w/o CCS,Operation,0.5479,36.58197005907804
ADV_WP5_P240_FullTech,EUR,2020,Biomass|w/o CCS,LUC,0.5479,531.5575196907474
ADV_WP5_P240_FullTech,EUR,2020,Biomass|w/ CCS,BECCS,1.219e-5,-852.0098441345365
ADV_WP5_P240_FullTech,EUR,2020,Biomass|w/ CCS,Construction,1.219e-5,2.0861521953135367
ADV_WP5_P240_FullTech,EUR,2020,Biomass|w/ CCS,Operation,1.219e-5,43.40079574505853
ADV_WP5_P240_FullTech,EUR,2020,Biomass|w/ CCS,LUC,1.219e-5,737.3217208613594
ADV_WP5_P240_FullTech,EUR,2020,Coal|w/ CCS,Construction,5.175e-5,0.6182923295135652
ADV_WP5_P240_FullTech,EUR,2020,Coal|w/ CCS,direct fossil CO2 (CCS),5.175e-5,91.47826086956522
ADV_WP5_P240_FullTech,EUR,2020,Coal|w/ CCS,Operation,5.175e-5,43.0178410319392
ADV_WP5_P240_FullTech,EUR,2020,Coal|w/ CCS,upstream CH4,5.175e-5,17.44314952587301
ADV_WP5_P240_FullTech,EUR,2020,Coal|w/o CCS,Construction,1.16,0.21112986355858065
ADV_WP5_P240_FullTech,EUR,2020,Coal|w/o CCS,direct fossil CO2 (non-CCS),1.16,768.1034482758622
ADV_WP5_P240_FullTech,EUR,2020,Coal|w/o CCS,Operation,1.16,27.1817310839823
ADV_WP5_P240_FullTech,EUR,2020,Coal|w/o CCS,upstream CH4,1.16,13.90031187918771
ADV_WP5_P240_FullTech,EUR,2020,Gas|w/ CCS,Construction,0.005011,0.5090867594662233
ADV_WP5_P240_FullTech,EUR,2020,Gas|w/ CCS,direct fossil CO2 (CCS),0.005011,38.20554779485133
ADV_WP5_P240_FullTech,EUR,2020,Gas|w/ CCS,Operation,0.005011,22.25767706525851
ADV_WP5_P240_FullTech,EUR,2020,Gas|w/ CCS,upstream CH4,0.005011,29.37885189476637
ADV_WP5_P240_FullTech,EUR,2020,Gas|w/o CCS,Construction,3.705,0.1442459220709078
ADV_WP5_P240_FullTech,EUR,2020,Gas|w/o CCS,direct fossil CO2 (non-CCS),3.705,341.53846153846155
ADV_WP5_P240_FullTech,EUR,2020,Gas|w/o CCS,Operation,3.705,15.813410684748956
ADV_WP5_P240_FullTech,EUR,2020,Gas|w/o CCS,upstream CH4,3.705,27.653675291353387
ADV_WP5_P240_FullTech,EUR,2020,Nuclear,Construction,3.142,1.2827609048953834
ADV_WP5_P240_FullTech,EUR,2020,Nuclear,Operation,3.142,5.304982603859737
ADV_WP5_P240_FullTech,EUR,2020,Solar|CSP,Construction,0.02369,14.944597264851373
ADV_WP5_P240_FullTech,EUR,2020,Solar|CSP,Operation,0.02369,0.9115826686528935
ADV_WP5_P240_FullTech,EUR,2020,Solar|PV,Construction,0.9083,20.333454645977696
ADV_WP5_P240_FullTech,EUR,2020,Solar|PV,Operation,0.9083,0.045262382151710134
ADV_WP5_P240_FullTech,EUR,2020,Wind,Construction,1.808,5.447311346631253
ADV_WP5_P240_FullTech,EUR,2020,Wind,Operation,1.808,0.5848256856508317
ADV_WP5_P240_FullTech,IND,2020,Biomass|w/o CCS,Construction,0.02817,2.143959927620072
ADV_WP5_P240_FullTech,IND,2020,Biomass|w/o CCS,Operation,0.02817,39.32279932717753
ADV_WP5_P240_FullTech,IND,2020,Biomass|w/o CCS,LUC,0.02817,531.5575196907474
ADV_WP5_P240_FullTech,IND,2020,Biomass|w/ CCS,BECCS,0.007451,-834.4114883908201
ADV_WP5_P240_FullTech,IND,2020,Biomass|w/ CCS,Construction,0.007451,2.36559521250504
ADV_WP5_P240_FullTech,IND,2020,Biomass|w/ CCS,Operation,0.007451,46.540563947179876
ADV_WP5_P240_FullTech,IND,2020,Biomass|w/ CCS,LUC,0.007451,737.3217208613594
ADV_WP5_P240_FullTech,IND,2020,Coal|w/ CCS,Construction,5.175e-5,0.9392950883470029
ADV_WP5_P240_FullTech,IND,2020,Coal|w/ CCS,direct fossil CO2 (CCS),5.175e-5,110.40000000000002
ADV_WP5_P240_FullTech,IND,2020,Coal|w/ CCS,Operation,5.175e-5,45.861201129674484
ADV_WP5_P240_FullTech,IND,2020,Coal|w/ CCS,upstream CH4,5.175e-5,11.876570718198725
ADV_WP5_P240_FullTech,IND,2020,Coal|w/o CCS,Construction,2.405,0.34697174069217107
ADV_WP5_P240_FullTech,IND,2020,Coal|w/o CCS,direct fossil CO2 (non-CCS),2.405,1166.5197505197507
ADV_WP5_P240_FullTech,IND,2020,Coal|w/o CCS,Operation,2.405,28.694647506546275
ADV_WP5_P240_FullTech,IND,2020,Coal|w/o CCS,upstream CH4,2.405,14.486925703269632
ADV_WP5_P240_FullTech,IND,2020,Gas|w/ CCS,Construction,2.523e-5,0.701143493978275
ADV_WP5_P240_FullTech,IND,2020,Gas|w/ CCS,direct fossil CO2 (CCS),2.523e-5,41.17954815695601
ADV_WP5_P240_FullTech,IND,2020,Gas|w/ CCS,Operation,2.523e-5,26.447335080618455
ADV_WP5_P240_FullTech,IND,2020,Gas|w/ CCS,upstream CH4,2.523e-5,37.52309906507827
ADV_WP5_P240_FullTech,IND,2020,Gas|w/o CCS,Construction,1.488,0.2239045449808376
ADV_WP5_P240_FullTech,IND,2020,Gas|w/o CCS,direct fossil CO2 (non-CCS),1.488,401.61290322580646
ADV_WP5_P240_FullTech,IND,2020,Gas|w/o CCS,Operation,1.488,19.093375421072285
ADV_WP5_P240_FullTech,IND,2020,Gas|w/o CCS,upstream CH4,1.488,37.2258485914282
ADV_WP5_P240_FullTech,IND,2020,Nuclear,Construction,0.4406,2.340939589205256
ADV_WP5_P240_FullTech,IND,2020,Nuclear,Operation,0.4406,8.53752876228646
ADV_WP5_P240_FullTech,IND,2020,Solar|CSP,Construction,0.007045,20.479804562272395
ADV_WP5_P240_FullTech,IND,2020,Solar|CSP,Operation,0.007045,1.0080160769282214
ADV_WP5_P240_FullTech,IND,2020,Solar|PV,Construction,0.1281,33.98854474465776
ADV_WP5_P240_FullTech,IND,2020,Solar|PV,Operation,0.1281,0.05556815700053279
ADV_WP5_P240_FullTech,IND,2020,Wind,Construction,0.5759,6.830793869550156
ADV_WP5_P240_FullTech,IND,2020,Wind,Operation,0.5759,0.6328478594824339
ADV_WP5_P240_FullTech,JPN,2020,Biomass|w/o CCS,Construction,0.00296,1.9942767760472304
ADV_WP5_P240_FullTech,JPN,2020,Biomass|w/o CCS,Operation,0.00296,41.55683211780222
ADV_WP5_P240_FullTech,JPN,2020,Biomass|w/o CCS,LUC,0.00296,531.5575196907474
ADV_WP5_P240_FullTech,JPN,2020,Biomass|w/ CCS,BECCS,1.425e-5,-794.2736842105263
ADV_WP5_P240_FullTech,JPN,2020,Biomass|w/ CCS,Construction,1.425e-5,2.2005401922971477
ADV_WP5_P240_FullTech,JPN,2020,Biomass|w/ CCS,Operation,1.425e-5,49.20918489495972
ADV_WP5_P240_FullTech,JPN,2020,Biomass|w/ CCS,LUC,1.425e-5,737.3217208613594
ADV_WP5_P240_FullTech,JPN,2020,Coal|w/ CCS,Construction,5.175e-5,0.7373738750015931
ADV_WP5_P240_FullTech,JPN,2020,Coal|w/ CCS,direct fossil CO2 (CCS),5.175e-5,87.51304347826088
ADV_WP5_P240_FullTech,JPN,2020,Coal|w/ CCS,Operation,5.175e-5,37.412993333183124
ADV_WP5_P240_FullTech,JPN,2020,Coal|w/ CCS,upstream CH4,5.175e-5,32.07919224493342
ADV_WP5_P240_FullTech,JPN,2020,Coal|w/o CCS,Construction,0.4433,0.2580450863303629
ADV_WP5_P240_FullTech,JPN,2020,Coal|w/o CCS,direct fossil CO2 (non-CCS),0.4433,781.637717121588
ADV_WP5_P240_FullTech,JPN,2020,Coal|w/o CCS,Operation,0.4433,21.901960411151215
ADV_WP5_P240_FullTech,JPN,2020,Coal|w/o CCS,upstream CH4,0.4433,33.559289242305184
ADV_WP5_P240_FullTech,JPN,2020,Gas|w/ CCS,Construction,2.523e-5,0.5795023149545743
ADV_WP5_P240_FullTech,JPN,2020,Gas|w/ CCS,direct fossil CO2 (CCS),2.523e-5,39.99524375743162
ADV_WP5_P240_FullTech,JPN,2020,Gas|w/ CCS,Operation,2.523e-5,27.211340573231645
ADV_WP5_P240_FullTech,JPN,2020,Gas|w/ CCS,upstream CH4,2.523e-5,10.704997471786815
ADV_WP5_P240_FullTech,JPN,2020,Gas|w/o CCS,Construction,1.662,0.18463891895645176
ADV_WP5_P240_FullTech,JPN,2020,Gas|w/o CCS,direct fossil CO2 (non-CCS),1.662,407.22021660649824
ADV_WP5_P240_FullTech,JPN,2020,Gas|w/o CCS,Operation,1.662,19.677683707817074
ADV_WP5_P240_FullTech,JPN,2020,Gas|w/o CCS,upstream CH4,1.662,11.583142611920698
ADV_WP5_P240_FullTech,JPN,2020,Nuclear,Construction,1.268,1.5440670454365133
ADV_WP5_P240_FullTech,JPN,2020,Nuclear,Operation,1.268,6.589926849585569
ADV_WP5_P240_FullTech,JPN,2020,Solar|CSP,Construction,1.048e-5,25.386803603665854
ADV_WP5_P240_FullTech,JPN,2020,Solar|CSP,Operation,1.048e-5,1.530504568525396
ADV_WP5_P240_FullTech,JPN,2020,Solar|PV,Construction,0.07127,32.751422000877774
ADV_WP5_P240_FullTech,JPN,2020,Solar|PV,Operation,0.07127,0.08001895447747145
ADV_WP5_P240_FullTech,JPN,2020,Wind,Construction,0.1139,5.418439724295257
ADV_WP5_P240_FullTech,JPN,2020,Wind,Operation,0.1139,0.5955195647728739
ADV_WP5_P240_FullTech,LAM,2020,Biomass|w/o CCS,Construction,0.002577,1.942799304531259
ADV_WP5_P240_FullTech,LAM,2020,Biomass|w/o CCS,Operation,0.002577,34.10502187631334
ADV_WP5_P240_FullTech,LAM,2020,Biomass|w/o CCS,LUC,0.002577,531.5575196907474
ADV_WP5_P240_FullTech,LAM,2020,Biomass|w/ CCS,BECCS,0.002275,-792.4747252747252
ADV_WP5_P240_FullTech,LAM,2020,Biomass|w/ CCS,Construction,0.002275,2.1441420894375463
ADV_WP5_P240_FullTech,LAM,2020,Biomass|w/ CCS,Operation,0.002275,40.60351053299388
ADV_WP5_P240_FullTech,LAM,2020,Biomass|w/ CCS,LUC,0.002275,737.3217208613594
ADV_WP5_P240_FullTech,LAM,2020,Coal|w/ CCS,Construction,5.175e-5,0.7319602859707874
ADV_WP5_P240_FullTech,LAM,2020,Coal|w/ CCS,direct fossil CO2 (CCS),5.175e-5,94.4
ADV_WP5_P240_FullTech,LAM,2020,Coal|w/ CCS,Operation,5.175e-5,34.96106293315488
ADV_WP5_P240_FullTech,LAM,2020,Coal|w/ CCS,upstream CH4,5.175e-5,32.81445970692653
ADV_WP5_P240_FullTech,LAM,2020,Coal|w/o CCS,Construction,0.1037,0.2575060018471715
ADV_WP5_P240_FullTech,LAM,2020,Coal|w/o CCS,direct fossil CO2 (non-CCS),0.1037,887.6759884281582
ADV_WP5_P240_FullTech,LAM,2020,Coal|w/o CCS,Operation,0.1037,20.628471989709997
ADV_WP5_P240_FullTech,LAM,2020,Coal|w/o CCS,upstream CH4,0.1037,28.848331489069867
ADV_WP5_P240_FullTech,LAM,2020,Gas|w/ CCS,Construction,0.02063,0.568525833151422
ADV_WP5_P240_FullTech,LAM,2020,Gas|w/ CCS,direct fossil CO2 (CCS),0.02063,42.84052350945226
ADV_WP5_P240_FullTech,LAM,2020,Gas|w/ CCS,Operation,0.02063,25.827786590352527
ADV_WP5_P240_FullTech,LAM,2020,Gas|w/ CCS,upstream CH4,0.02063,52.69032510520288
ADV_WP5_P240_FullTech,LAM,2020,Gas|w/o CCS,Construction,3.989,0.16287212327652048
ADV_WP5_P240_FullTech,LAM,2020,Gas|w/o CCS,direct fossil CO2 (non-CCS),3.989,426.69340686888944
ADV_WP5_P240_FullTech,LAM,2020,Gas|w/o CCS,Operation,3.989,18.755507929297814
ADV_WP5_P240_FullTech,LAM,2020,Gas|w/o CCS,upstream CH4,3.989,56.31849872648107
ADV_WP5_P240_FullTech,LAM,2020,Nuclear,Construction,0.128,1.5021509455596662
ADV_WP5_P240_FullTech,LAM,2020,Nuclear,Operation,0.128,6.576571204753351
ADV_WP5_P240_FullTech,LAM,2020,Solar|CSP,Construction,0.001711,13.13586372873427
ADV_WP5_P240_FullTech,LAM,2020,Solar|CSP,Operation,0.001711,0.7332887186969607
ADV_WP5_P240_FullTech,LAM,2020,Solar|PV,Construction,0.07658,20.267502781469943
ADV_WP5_P240_FullTech,LAM,2020,Solar|PV,Operation,0.07658,0.04833588203476913
ADV_WP5_P240_FullTech,LAM,2020,Wind,Construction,0.2672,6.247241209021193
ADV_WP5_P240_FullTech,LAM,2020,Wind,Operation,0.2672,0.6933925999200421
ADV_WP5_P240_FullTech,MEA,2020,Biomass|w/o CCS,Construction,3.392e-5,2.1237419774134554
ADV_WP5_P240_FullTech,MEA,2020,Biomass|w/o CCS,Operation,3.392e-5,38.74293101839408
ADV_WP5_P240_FullTech,MEA,2020,Biomass|w/o CCS,LUC,3.392e-5,531.5575196907474
ADV_WP5_P240_FullTech,MEA,2020,Coal|w/ CCS,Construction,5.175e-5,0.8878049197071121
ADV_WP5_P240_FullTech,MEA,2020,Coal|w/ CCS,direct fossil CO2 (CCS),5.175e-5,91.40869565217392
ADV_WP5_P240_FullTech,MEA,2020,Coal|w/ CCS,Operation,5.175e-5,36.186274941175164
ADV_WP5_P240_FullTech,MEA,2020,Coal|w/ CCS,upstream CH4,5.175e-5,56.39526686272055
ADV_WP5_P240_FullTech,MEA,2020,Coal|w/o CCS,Construction,0.1632,0.32975708618867805
ADV_WP5_P240_FullTech,MEA,2020,Coal|w/o CCS,direct fossil CO2 (non-CCS),0.1632,958.4558823529412
ADV_WP5_P240_FullTech,MEA,2020,Coal|w/o CCS,Operation,0.1632,21.228318761220685
ADV_WP5_P240_FullTech,MEA,2020,Coal|w/o CCS,upstream CH4,0.1632,54.44753497528173
ADV_WP5_P240_FullTech,MEA,2020,Gas|w/ CCS,Construction,0.03369,0.6672867062899351
ADV_WP5_P240_FullTech,MEA,2020,Gas|w/ CCS,direct fossil CO2 (CCS),0.03369,46.236865538735536
ADV_WP5_P240_FullTech,MEA,2020,Gas|w/ CCS,Operation,0.03369,24.423123519069218
ADV_WP5_P240_FullTech,MEA,2020,Gas|w/ CCS,upstream CH4,0.03369,51.185720709612355
ADV_WP5_P240_FullTech,MEA,2020,Gas|w/o CCS,Construction,2.089,0.2555628628689347
ADV_WP5_P240_FullTech,MEA,2020,Gas|w/o CCS,direct fossil CO2 (non-CCS),2.089,589.7175682144567
ADV_WP5_P240_FullTech,MEA,2020,Gas|w/o CCS,Operation,2.089,17.450948877845878
ADV_WP5_P240_FullTech,MEA,2020,Gas|w/o CCS,upstream CH4,2.089,69.2998688009516
ADV_WP5_P240_FullTech,MEA,2020,Nuclear,Construction,0.3443,1.9910066018934893
ADV_WP5_P240_FullTech,MEA,2020,Nuclear,Operation,0.3443,6.646428324391753
ADV_WP5_P240_FullTech,MEA,2020,Solar|CSP,Construction,0.006392,14.285983932330657
ADV_WP5_P240_FullTech,MEA,2020,Solar|CSP,Operation,0.006392,0.7754269629622792
ADV_WP5_P240_FullTech,MEA,2020,Solar|PV,Construction,0.1073,23.826193903455643
ADV_WP5_P240_FullTech,MEA,2020,Solar|PV,Operation,0.1073,0.03971591634220694
ADV_WP5_P240_FullTech,MEA,2020,Wind,Construction,0.1146,8.338136204892134
ADV_WP5_P240_FullTech,MEA,2020,Wind,Operation,0.1146,0.8546147610570871
ADV_WP5_P240_FullTech,OAS,2020,Biomass|w/o CCS,Construction,0.0444,2.023609364995867
ADV_WP5_P240_FullTech,OAS,2020,Biomass|w/o CCS,Operation,0.0444,38.827468575484346
ADV_WP5_P240_FullTech,OAS,2020,Biomass|w/o CCS,LUC,0.0444,531.5575196907474
ADV_WP5_P240_FullTech,OAS,2020,Coal|w/ CCS,Construction,5.175e-5,0.7080279744624832
ADV_WP5_P240_FullTech,OAS,2020,Coal|w/ CCS,direct fossil CO2 (CCS),5.175e-5,96.97391304347828
ADV_WP5_P240_FullTech,OAS,2020,Coal|w/ CCS,Operation,5.175e-5,44.164336518450426
ADV_WP5_P240_FullTech,OAS,2020,Coal|w/ CCS,upstream CH4,5.175e-5,21.29927733711781
ADV_WP5_P240_FullTech,OAS,2020,Coal|w/o CCS,Construction,0.7555,0.2426827085676718
ADV_WP5_P240_FullTech,OAS,2020,Coal|w/o CCS,direct fossil CO2 (non-CCS),0.7555,937.2865651886169
ADV_WP5_P240_FullTech,OAS,2020,Coal|w/o CCS,Operation,0.7555,27.389989472772175
ADV_WP5_P240_FullTech,OAS,2020,Coal|w/o CCS,upstream CH4,0.7555,21.57931178374482
ADV_WP5_P240_FullTech,OAS,2020,Gas|w/ CCS,Construction,0.006402,0.5718114803265492
ADV_WP5_P240_FullTech,OAS,2020,Gas|w/ CCS,direct fossil CO2 (CCS),0.006402,41.59512652296158
ADV_WP5_P240_FullTech,OAS,2020,Gas|w/ CCS,Operation,0.006402,25.875678936615746
ADV_WP5_P240_FullTech,OAS,2020,Gas|w/ CCS,upstream CH4,0.006402,28.623503661588437
ADV_WP5_P240_FullTech,OAS,2020,Gas|w/o CCS,Construction,3.842,0.17113133413468243
ADV_WP5_P240_FullTech,OAS,2020,Gas|w/o CCS,direct fossil CO2 (non-CCS),3.842,417.25143154606974
ADV_WP5_P240_FullTech,OAS,2020,Gas|w/o CCS,Operation,3.842,18.610649871786826
ADV_WP5_P240_FullTech,OAS,2020,Gas|w/o CCS,upstream CH4,3.842,30.42062593463753
ADV_WP5_P240_FullTech,OAS,2020,Nuclear,Construction,1.039,1.6733143877148657
ADV_WP5_P240_FullTech,OAS,2020,Nuclear,Operation,1.039,6.760778902037465
ADV_WP5_P240_FullTech,OAS,2020,Solar|CSP,Construction,0.001458,16.82979419962824
ADV_WP5_P240_FullTech,OAS,2020,Solar|CSP,Operation,0.001458,0.9829896105879932
ADV_WP5_P240_FullTech,OAS,2020,Solar|PV,Construction,0.3917,23.44205252619842
ADV_WP5_P240_FullTech,OAS,2020,Solar|PV,Operation,0.3917,0.048654343179432014
ADV_WP5_P240_FullTech,OAS,2020,Wind,Construction,0.226,12.186044283873706
ADV_WP5_P240_FullTech,OAS,2020,Wind,Operation,0.226,1.238872042035332
ADV_WP5_P240_FullTech,ROW,2020,Biomass|w/o CCS,Construction,0.01722,1.9210094786060428
ADV_WP5_P240_FullTech,ROW,2020,Biomass|w/o CCS,Operation,0.01722,40.60568425612166
ADV_WP5_P240_FullTech,ROW,2020,Biomass|w/o CCS,LUC,0.01722,531.5575196907474
ADV_WP5_P240_FullTech,ROW,2020,Coal|w/ CCS,Construction,5.175e-5,0.7065937744973229
ADV_WP5_P240_FullTech,ROW,2020,Coal|w/ CCS,direct fossil CO2 (CCS),5.175e-5,96.90434782608695
ADV_WP5_P240_FullTech,ROW,2020,Coal|w/ CCS,Operation,5.175e-5,36.26210352074419
ADV_WP5_P240_FullTech,ROW,2020,Coal|w/ CCS,upstream CH4,5.175e-5,9.828566197324626
ADV_WP5_P240_FullTech,ROW,2020,Coal|w/o CCS,Construction,1.097,0.2467830628934434
ADV_WP5_P240_FullTech,ROW,2020,Coal|w/o CCS,direct fossil CO2 (non-CCS),1.097,911.3217866909754
ADV_WP5_P240_FullTech,ROW,2020,Coal|w/o CCS,Operation,1.097,21.16149732576485
ADV_WP5_P240_FullTech,ROW,2020,Coal|w/o CCS,upstream CH4,1.097,8.993783245206593
ADV_WP5_P240_FullTech,ROW,2020,Gas|w/ CCS,Construction,0.05803,0.5550320397869638
ADV_WP5_P240_FullTech,ROW,2020,Gas|w/ CCS,direct fossil CO2 (CCS),0.05803,41.800448044115114
ADV_WP5_P240_FullTech,ROW,2020,Gas|w/ CCS,Operation,0.05803,26.674853438974512
ADV_WP5_P240_FullTech,ROW,2020,Gas|w/ CCS,upstream CH4,0.05803,21.999296777989933
ADV_WP5_P240_FullTech,ROW,2020,Gas|w/o CCS,Construction,3.967,0.16687257991984872
ADV_WP5_P240_FullTech,ROW,2020,Gas|w/o CCS,direct fossil CO2 (non-CCS),3.967,380.6906982606504
ADV_WP5_P240_FullTech,ROW,2020,Gas|w/o CCS,Operation,3.967,19.279148867457963
ADV_WP5_P240_FullTech,ROW,2020,Gas|w/o CCS,upstream CH4,3.967,20.760026083329443
ADV_WP5_P240_FullTech,ROW,2020,Nuclear,Construction,0.9877,1.5172128867023138
ADV_WP5_P240_FullTech,ROW,2020,Nuclear,Operation,0.9877,6.913485806541464
ADV_WP5_P240_FullTech,ROW,2020,Solar|CSP,Construction,0.003711,12.676154682523004
ADV_WP5_P240_FullTech,ROW,2020,Solar|CSP,Operation,0.003711,0.7841572538506366
ADV_WP5_P240_FullTech,ROW,2020,Solar|PV,Construction,0.0851,25.10092159542998
ADV_WP5_P240_FullTech,ROW,2020,Solar|PV,Operation,0.0851,0.06229518870857132
ADV_WP5_P240_FullTech,ROW,2020,Wind,Construction,0.3282,4.235828749211111
ADV_WP5_P240_FullTech,ROW,2020,Wind,Operation,0.3282,0.4389179809507418
ADV_WP5_P240_FullTech,RUS,2020,Biomass|w/o CCS,Construction,0.08438,1.936905288968767
ADV_WP5_P240_FullTech,RUS,2020,Biomass|w/o CCS,Operation,0.08438,37.7894996297061
ADV_WP5_P240_FullTech,RUS,2020,Biomass|w/o CCS,LUC,0.08438,531.5575196907474
ADV_WP5_P240_FullTech,RUS,2020,Biomass|w/ CCS,BECCS,1.423e-5,-794.1250878425861
ADV_WP5_P240_FullTech,RUS,2020,Biomass|w/ CCS,Construction,1.423e-5,2.1375858087768127
ADV_WP5_P240_FullTech,RUS,2020,Biomass|w/ CCS,Operation,1.423e-5,44.86257991220875
ADV_WP5_P240_FullTech,RUS,2020,Biomass|w/ CCS,LUC,1.423e-5,737.3217208613594
ADV_WP5_P240_FullTech,RUS,2020,Coal|w/ CCS,Construction,5.175e-5,0.647644325331514
ADV_WP5_P240_FullTech,RUS,2020,Coal|w/ CCS,direct fossil CO2 (CCS),5.175e-5,89.80869565217392
ADV_WP5_P240_FullTech,RUS,2020,Coal|w/ CCS,Operation,5.175e-5,37.34104786643175
ADV_WP5_P240_FullTech,RUS,2020,Coal|w/ CCS,upstream CH4,5.175e-5,23.601077863020194
ADV_WP5_P240_FullTech,RUS,2020,Coal|w/o CCS,Construction,0.1177,0.22538802109051498
ADV_WP5_P240_FullTech,RUS,2020,Coal|w/o CCS,direct fossil CO2 (non-CCS),0.1177,546.5760407816483
ADV_WP5_P240_FullTech,RUS,2020,Coal|w/o CCS,Operation,0.1177,21.84621203375071
ADV_WP5_P240_FullTech,RUS,2020,Coal|w/o CCS,upstream CH4,0.1177,13.5632264946763
ADV_WP5_P240_FullTech,RUS,2020,Gas|w/ CCS,Construction,2.523e-5,0.5286787117568522
ADV_WP5_P240_FullTech,RUS,2020,Gas|w/ CCS,direct fossil CO2 (CCS),2.523e-5,49.755053507728896
ADV_WP5_P240_FullTech,RUS,2020,Gas|w/ CCS,Operation,2.523e-5,27.538576428256228
ADV_WP5_P240_FullTech,RUS,2020,Gas|w/ CCS,upstream CH4,2.523e-5,50.56592420731361
ADV_WP5_P240_FullTech,RUS,2020,Gas|w/o CCS,Construction,1.589,0.19119905594458722
ADV_WP5_P240_FullTech,RUS,2020,Gas|w/o CCS,direct fossil CO2 (non-CCS),1.589,355.4688483322845
ADV_WP5_P240_FullTech,RUS,2020,Gas|w/o CCS,Operation,1.589,19.93881608447307
ADV_WP5_P240_FullTech,RUS,2020,Gas|w/o CCS,upstream CH4,1.589,43.96252928494492
ADV_WP5_P240_FullTech,RUS,2020,Nuclear,Construction,1.165,1.310918272753559
ADV_WP5_P240_FullTech,RUS,2020,Nuclear,Operation,1.165,5.883902792334071
ADV_WP5_P240_FullTech,RUS,2020,Solar|CSP,Construction,1.064e-5,27.052885563395957
ADV_WP5_P240_FullTech,RUS,2020,Solar|CSP,Operation,1.064e-5,1.479424856511268
ADV_WP5_P240_FullTech,RUS,2020,Solar|PV,Construction,0.01198,25.971396355034326
ADV_WP5_P240_FullTech,RUS,2020,Solar|PV,Operation,0.01198,0.06872196050971459
ADV_WP5_P240_FullTech,RUS,2020,Wind,Construction,0.02102,4.909339777041167
ADV_WP5_P240_FullTech,RUS,2020,Wind,Operation,0.02102,0.5583184677648848
ADV_WP5_P240_FullTech,USA,2020,Biomass|w/o CCS,Construction,0.1907,1.795022425833076
ADV_WP5_P240_FullTech,USA,2020,Biomass|w/o CCS,Operation,0.1907,38.40411077437096
ADV_WP5_P240_FullTech,USA,2020,Biomass|w/o CCS,LUC,0.1907,531.5575196907474
ADV_WP5_P240_FullTech,USA,2020,Biomass|w/ CCS,BECCS,0.008892,-821.4574898785424
ADV_WP5_P240_FullTech,USA,2020,Biomass|w/ CCS,Construction,0.008892,1.7670051851883917
ADV_WP5_P240_FullTech,USA,2020,Biomass|w/ CCS,Operation,0.008892,45.38032238997547
