scenario,region,period,technology,emission type,electricity production [EJ/yr],specific emissions [gCO2eq/kWh]
ADV_WP5_Base,USA,2030,Wind,Operation,1.516,0.6463688610391835
ADV_WP5_Base,World,2030,Biomass|w/o CCS,Construction,1.169,1.9239825149946457
ADV_WP5_Base,World,2030,Biomass|w/o CCS,LUC,1.169,351.30886520918597
ADV_WP5_Base,World,2030,Biomass|w/o CCS,Operation,1.169,36.722659970881075
ADV_WP5_Base,World,2030,Coal|w/o CCS,Construction,33.46,0.2984078111056281
ADV_WP5_Base,World,2030,Coal|w/o CCS,direct fossil CO2 (non-CCS),33.46,826.5984776598957
ADV_WP5_Base,World,2030,Coal|w/o CCS,Operation,33.46,27.770295428432522
ADV_WP5_Base,World,2030,Coal|w/o CCS,upstream CH4,33.46,9.11051013427732
ADV_WP5_Base,World,2030,Gas|w/o CCS,Construction,65.35,0.17130021315938687
ADV_WP5_Base,World,2030,Gas|w/o CCS,direct fossil CO2 (non-CCS),65.35,381.6906737426151
ADV_WP5_Base,World,2030,Gas|w/o CCS,Operation,65.35,17.174879891055422
ADV_WP5_Base,World,2030,Gas|w/o CCS,upstream CH4,65.35,70.10994028476523
ADV_WP5_Base,World,2030,Nuclear,Construction,14.25,1.8864360696274585
ADV_WP5_Base,World,2030,Nuclear,Operation,14.25,12.557040864754258
ADV_WP5_Base,World,2030,Solar|CSP,Construction,0.07435,17.981924711821677
ADV_WP5_Base,World,2030,Solar|CSP,Operation,0.07435,1.0431273293504786
ADV_WP5_Base,World,2030,Solar|PV,Construction,2.444,15.683611190300418
ADV_WP5_Base,World,2030,Solar|PV,Operation,2.444,0.048121028706287323
ADV_WP5_Base,World,2030,Wind,Construction,7.281,5.899090315383232
ADV_WP5_Base,World,2030,Wind,Operation,7.281,0.6854879141936295
ADV_WP5_P240_FullTech,AFR,2035,Biomass|w/o CCS,Construction,0.02411,1.399522578751476
ADV_WP5_P240_FullTech,AFR,2035,Biomass|w/o CCS,Operation,0.02411,22.375200309371447
ADV_WP5_P240_FullTech,AFR,2035,Biomass|w/o CCS,LUC,0.02411,306.4611108970434
ADV_WP5_P240_FullTech,AFR,2035,Biomass|w/ CCS,BECCS,0.02114,-387.58751182592243
ADV_WP5_P240_FullTech,AFR,2035,Biomass|w/ CCS,Construction,0.02114,1.5424212894161606
ADV_WP5_P240_FullTech,AFR,2035,Biomass|w/ CCS,Operation,0.02114,26.575256864199876
ADV_WP5_P240_FullTech,AFR,2035,Biomass|w/ CCS,LUC,0.02114,425.09121834106014
ADV_WP5_P240_FullTech,AFR,2035,Coal|w/ CCS,Construction,1.023e-4,0.5125602742141453
ADV_WP5_P240_FullTech,AFR,2035,Coal|w/ CCS,direct fossil CO2 (CCS),1.023e-4,101.84164222873899
ADV_WP5_P240_FullTech,AFR,2035,Coal|w/ CCS,Operation,1.023e-4,16.009262203303493
ADV_WP5_P240_FullTech,AFR,2035,Coal|w/ CCS,upstream CH4,1.023e-4,17.114725432646964
ADV_WP5_P240_FullTech,AFR,2035,Coal|w/o CCS,Construction,0.002373,0.19522077903567697
ADV_WP5_P240_FullTech,AFR,2035,Coal|w/o CCS,direct fossil CO2 (non-CCS),0.002373,617.4462705436156
ADV_WP5_P240_FullTech,AFR,2035,Coal|w/o CCS,Operation,0.002373,11.750579983853449
ADV_WP5_P240_FullTech,AFR,2035,Coal|w/o CCS,upstream CH4,0.002373,11.99999212163708
ADV_WP5_P240_FullTech,AFR,2035,Gas|w/ CCS,Construction,1.068,0.40267931330374335
ADV_WP5_P240_FullTech,AFR,2035,Gas|w/ CCS,direct fossil CO2 (CCS),1.068,36.60674157303371
ADV_WP5_P240_FullTech,AFR,2035,Gas|w/ CCS,Operation,1.068,13.360334239937231
ADV_WP5_P240_FullTech,AFR,2035,Gas|w/ CCS,upstream CH4,1.068,33.16939413647117
ADV_WP5_P240_FullTech,AFR,2035,Gas|w/o CCS,Construction,1.824,0.11046933264558788
ADV_WP5_P240_FullTech,AFR,2035,Gas|w/o CCS,direct fossil CO2 (non-CCS),1.824,392.7631578947368
ADV_WP5_P240_FullTech,AFR,2035,Gas|w/o CCS,Operation,1.824,9.421268637321328
ADV_WP5_P240_FullTech,AFR,2035,Gas|w/o CCS,upstream CH4,1.824,33.912962035759
ADV_WP5_P240_FullTech,AFR,2035,Nuclear,Construction,0.007799,0.9328787581036035
ADV_WP5_P240_FullTech,AFR,2035,Nuclear,Operation,0.007799,2.838621533055342
ADV_WP5_P240_FullTech,AFR,2035,Solar|CSP,Construction,0.3448,9.688093582808259
ADV_WP5_P240_FullTech,AFR,2035,Solar|CSP,Operation,0.3448,0.5162540124846284
ADV_WP5_P240_FullTech,AFR,2035,Solar|PV,Construction,0.682,6.833385398820974
ADV_WP5_P240_FullTech,AFR,2035,Solar|PV,Operation,0.682,0.015190182812980735
ADV_WP5_P240_FullTech,AFR,2035,Wind,Construction,0.7745,4.013740890472533
ADV_WP5_P240_FullTech,AFR,2035,Wind,Operation,0.7745,0.529078157145651
ADV_WP5_P240_FullTech,CHN,2035,Biomass|w/o CCS,Construction,0.1272,1.6688862305085717
ADV_WP5_P240_FullTech,CHN,2035,Biomass|w/o CCS,Operation,0.1272,21.086984187540132
ADV_WP5_P240_FullTech,CHN,2035,Biomass|w/o CCS,LUC,0.1272,306.4611108970434
ADV_WP5_P240_FullTech,CHN,2035,Biomass|w/ CCS,BECCS,0.1594,-676.4115432873276
ADV_WP5_P240_FullTech,CHN,2035,Biomass|w/ CCS,Construction,0.1594,1.8422367372003337
ADV_WP5_P240_FullTech,CHN,2035,Biomass|w/ CCS,Operation,0.1594,25.02547511388423
ADV_WP5_P240_FullTech,CHN,2035,Biomass|w/ CCS,LUC,0.1594,425.09121834106014
ADV_WP5_P240_FullTech,CHN,2035,Coal|w/ CCS,Construction,2.518e-4,0.6154224275008863
ADV_WP5_P240_FullTech,CHN,2035,Coal|w/ CCS,direct fossil CO2 (CCS),2.518e-4,72.54328832406674
ADV_WP5_P240_FullTech,CHN,2035,Coal|w/ CCS,Operation,2.518e-4,21.58083653675861
ADV_WP5_P240_FullTech,CHN,2035,Coal|w/ CCS,upstream CH4,2.518e-4,10.608204478988533
ADV_WP5_P240_FullTech,CHN,2035,Coal|w/o CCS,Construction,1.165,0.23305670131713135
ADV_WP5_P240_FullTech,CHN,2035,Coal|w/o CCS,direct fossil CO2 (non-CCS),1.165,625.4420600858369
ADV_WP5_P240_FullTech,CHN,2035,Coal|w/o CCS,Operation,1.165,16.740425209345872
ADV_WP5_P240_FullTech,CHN,2035,Coal|w/o CCS,upstream CH4,1.165,8.437047993058412
ADV_WP5_P240_FullTech,CHN,2035,Gas|w/ CCS,Construction,0.008871,0.49843601015743466
ADV_WP5_P240_FullTech,CHN,2035,Gas|w/ CCS,direct fossil CO2 (CCS),0.008871,36.86033141697666
ADV_WP5_P240_FullTech,CHN,2035,Gas|w/ CCS,Operation,0.008871,19.799915314137433
ADV_WP5_P240_FullTech,CHN,2035,Gas|w/ CCS,upstream CH4,0.008871,46.19048638425681
ADV_WP5_P240_FullTech,CHN,2035,Gas|w/o CCS,Construction,15.01,0.16988074377257098
ADV_WP5_P240_FullTech,CHN,2035,Gas|w/o CCS,direct fossil CO2 (non-CCS),15.01,364.31712191872083
ADV_WP5_P240_FullTech,CHN,2035,Gas|w/o CCS,Operation,15.01,14.795922986354173
ADV_WP5_P240_FullTech,CHN,2035,Gas|w/o CCS,upstream CH4,15.01,50.40727892126093
ADV_WP5_P240_FullTech,CHN,2035,Nuclear,Construction,9.227,1.1693710611266739
ADV_WP5_P240_FullTech,CHN,2035,Nuclear,Operation,9.227,3.4979185039935037
ADV_WP5_P240_FullTech,CHN,2035,Solar|CSP,Construction,0.04775,18.283783492302206
ADV_WP5_P240_FullTech,CHN,2035,Solar|CSP,Operation,0.04775,0.7543382977269174
ADV_WP5_P240_FullTech,CHN,2035,Solar|PV,Construction,5.291,10.799988757672002
ADV_WP5_P240_FullTech,CHN,2035,Solar|PV,Operation,5.291,0.029539984210717435
ADV_WP5_P240_FullTech,CHN,2035,Wind,Construction,6.223,5.102966403537268
ADV_WP5_P240_FullTech,CHN,2035,Wind,Operation,6.223,0.5304443440790562
ADV_WP5_P240_FullTech,EUR,2035,Biomass|w/o CCS,Construction,0.6065,1.7073013217677504
ADV_WP5_P240_FullTech,EUR,2035,Biomass|w/o CCS,Operation,0.6065,25.386970922683865
ADV_WP5_P240_FullTech,EUR,2035,Biomass|w/o CCS,LUC,0.6065,306.4611108970434
ADV_WP5_P240_FullTech,EUR,2035,Biomass|w/ CCS,BECCS,0.003664,-389.57423580786025
ADV_WP5_P240_FullTech,EUR,2035,Biomass|w/ CCS,Construction,0.003664,1.88290723369452
ADV_WP5_P240_FullTech,EUR,2035,Biomass|w/ CCS,Operation,0.003664,30.064327450661285
ADV_WP5_P240_FullTech,EUR,2035,Biomass|w/ CCS,LUC,0.003664,425.09121834106014
ADV_WP5_P240_FullTech,EUR,2035,Coal|w/ CCS,Construction,8.346e-4,0.5428847389121633
ADV_WP5_P240_FullTech,EUR,2035,Coal|w/ CCS,direct fossil CO2 (CCS),8.346e-4,76.99496764917326
ADV_WP5_P240_FullTech,EUR,2035,Coal|w/ CCS,Operation,8.346e-4,23.032744210988835
ADV_WP5_P240_FullTech,EUR,2035,Coal|w/ CCS,upstream CH4,8.346e-4,9.642666332871968
ADV_WP5_P240_FullTech,EUR,2035,Coal|w/o CCS,Construction,0.0532,0.18404477517873288
ADV_WP5_P240_FullTech,EUR,2035,Coal|w/o CCS,direct fossil CO2 (non-CCS),0.0532,553.1954887218045
ADV_WP5_P240_FullTech,EUR,2035,Coal|w/o CCS,Operation,0.0532,17.98920507798035
ADV_WP5_P240_FullTech,EUR,2035,Coal|w/o CCS,upstream CH4,0.0532,7.9016905754568585
ADV_WP5_P240_FullTech,EUR,2035,Gas|w/ CCS,Construction,0.2137,0.4554723288441917
ADV_WP5_P240_FullTech,EUR,2035,Gas|w/ CCS,direct fossil CO2 (CCS),0.2137,36.40430510060833
ADV_WP5_P240_FullTech,EUR,2035,Gas|w/ CCS,Operation,0.2137,16.020233713016633
ADV_WP5_P240_FullTech,EUR,2035,Gas|w/ CCS,upstream CH4,0.2137,19.45145053180133
ADV_WP5_P240_FullTech,EUR,2035,Gas|w/o CCS,Construction,3.179,0.14794065728547426
ADV_WP5_P240_FullTech,EUR,2035,Gas|w/o CCS,direct fossil CO2 (non-CCS),3.179,342.7870399496697
ADV_WP5_P240_FullTech,EUR,2035,Gas|w/o CCS,Operation,3.179,11.502151509811002
ADV_WP5_P240_FullTech,EUR,2035,Gas|w/o CCS,upstream CH4,3.179,21.18706128006243
ADV_WP5_P240_FullTech,EUR,2035,Nuclear,Construction,4.056,0.9842710405724139
ADV_WP5_P240_FullTech,EUR,2035,Nuclear,Operation,4.056,2.996954142896569
ADV_WP5_P240_FullTech,EUR,2035,Solar|CSP,Construction,0.04951,13.9597374435869
ADV_WP5_P240_FullTech,EUR,2035,Solar|CSP,Operation,0.04951,0.7139235121071854
ADV_WP5_P240_FullTech,EUR,2035,Solar|PV,Construction,2.322,9.3225172826422
ADV_WP5_P240_FullTech,EUR,2035,Solar|PV,Operation,2.322,0.022858483316704856
ADV_WP5_P240_FullTech,EUR,2035,Wind,Construction,3.007,4.638239712517558
ADV_WP5_P240_FullTech,EUR,2035,Wind,Operation,3.007,0.46987104143979874
ADV_WP5_P240_FullTech,IND,2035,Biomass|w/o CCS,Construction,0.05414,1.495015732939136
ADV_WP5_P240_FullTech,IND,2035,Biomass|w/o CCS,Operation,0.05414,30.610397627310462
ADV_WP5_P240_FullTech,IND,2035,Biomass|w/o CCS,LUC,0.05414,306.4611108970434
ADV_WP5_P240_FullTech,IND,2035,Biomass|w/ CCS,BECCS,0.7824,-836.5030674846627
ADV_WP5_P240_FullTech,IND,2035,Biomass|w/ CCS,Construction,0.7824,1.6507282314945504
ADV_WP5_P240_FullTech,IND,2035,Biomass|w/ CCS,Operation,0.7824,36.094159129026494
ADV_WP5_P240_FullTech,IND,2035,Biomass|w/ CCS,LUC,0.7824,425.09121834106014
ADV_WP5_P240_FullTech,IND,2035,Coal|w/ CCS,Construction,0.004196,0.5769547001138242
ADV_WP5_P240_FullTech,IND,2035,Coal|w/ CCS,direct fossil CO2 (CCS),0.004196,80.87130600571973
ADV_WP5_P240_FullTech,IND,2035,Coal|w/ CCS,Operation,0.004196,23.650354589688863
ADV_WP5_P240_FullTech,IND,2035,Coal|w/ CCS,upstream CH4,0.004196,6.044694651618554
ADV_WP5_P240_FullTech,IND,2035,Coal|w/o CCS,Construction,0.6724,0.21788042218927423
ADV_WP5_P240_FullTech,IND,2035,Coal|w/o CCS,direct fossil CO2 (non-CCS),0.6724,1129.1493158834028
ADV_WP5_P240_FullTech,IND,2035,Coal|w/o CCS,Operation,0.6724,18.306056269399328
ADV_WP5_P240_FullTech,IND,2035,Coal|w/o CCS,upstream CH4,0.6724,6.817244791729452
ADV_WP5_P240_FullTech,IND,2035,Gas|w/ CCS,Construction,0.006063,0.4561097088268655
ADV_WP5_P240_FullTech,IND,2035,Gas|w/ CCS,direct fossil CO2 (CCS),0.006063,36.85502226620485
ADV_WP5_P240_FullTech,IND,2035,Gas|w/ CCS,Operation,0.006063,18.826973703072397
ADV_WP5_P240_FullTech,IND,2035,Gas|w/ CCS,upstream CH4,0.006063,26.421248334910143
ADV_WP5_P240_FullTech,IND,2035,Gas|w/o CCS,Construction,4.002,0.17037235181497581
ADV_WP5_P240_FullTech,IND,2035,Gas|w/o CCS,direct fossil CO2 (non-CCS),4.002,364.4977511244378
ADV_WP5_P240_FullTech,IND,2035,Gas|w/o CCS,Operation,4.002,13.733274354027152
ADV_WP5_P240_FullTech,IND,2035,Gas|w/o CCS,upstream CH4,4.002,29.46530040034708
ADV_WP5_P240_FullTech,IND,2035,Nuclear,Construction,3.929,1.0460995779358675
ADV_WP5_P240_FullTech,IND,2035,Nuclear,Operation,3.929,3.5560312789152166
ADV_WP5_P240_FullTech,IND,2035,Solar|CSP,Construction,0.1414,16.625581075985657
ADV_WP5_P240_FullTech,IND,2035,Solar|CSP,Operation,0.1414,0.76762871893073
ADV_WP5_P240_FullTech,IND,2035,Solar|PV,Construction,2.157,10.262383741902653
ADV_WP5_P240_FullTech,IND,2035,Solar|PV,Operation,2.157,0.02531578129984266
ADV_WP5_P240_FullTech,IND,2035,Wind,Construction,1.6,5.253596298311895
ADV_WP5_P240_FullTech,IND,2035,Wind,Operation,1.6,0.6436742222104074
ADV_WP5_P240_FullTech,JPN,2035,Biomass|w/o CCS,Construction,0.00275,1.7546651187402071
ADV_WP5_P240_FullTech,JPN,2035,Biomass|w/o CCS,Operation,0.00275,29.71161526419174
ADV_WP5_P240_FullTech,JPN,2035,Biomass|w/o CCS,LUC,0.00275,306.4611108970434
ADV_WP5_P240_FullTech,JPN,2035,Biomass|w/ CCS,BECCS,3.415e-4,-420.7203513909224
ADV_WP5_P240_FullTech,JPN,2035,Biomass|w/ CCS,Construction,3.415e-4,1.9365699646797594
ADV_WP5_P240_FullTech,JPN,2035,Biomass|w/ CCS,Operation,3.415e-4,35.10525023035806
ADV_WP5_P240_FullTech,JPN,2035,Biomass|w/ CCS,LUC,3.415e-4,425.09121834106014
ADV_WP5_P240_FullTech,JPN,2035,Coal|w/ CCS,Construction,5.53e-4,0.6119814506944634
ADV_WP5_P240_FullTech,JPN,2035,Coal|w/ CCS,direct fossil CO2 (CCS),5.53e-4,64.53309222423147
ADV_WP5_P240_FullTech,JPN,2035,Coal|w/ CCS,Operation,5.53e-4,19.978469750507188
ADV_WP5_P240_FullTech,JPN,2035,Coal|w/ CCS,upstream CH4,5.53e-4,30.403480749624766
ADV_WP5_P240_FullTech,JPN,2035,Coal|w/o CCS,Construction,0.008722,0.21407466511571102
ADV_WP5_P240_FullTech,JPN,2035,Coal|w/o CCS,direct fossil CO2 (non-CCS),0.008722,712.8181609722541
ADV_WP5_P240_FullTech,JPN,2035,Coal|w/o CCS,Operation,0.008722,14.728753661690014
ADV_WP5_P240_FullTech,JPN,2035,Coal|w/o CCS,upstream CH4,0.008722,31.506001175139676
ADV_WP5_P240_FullTech,JPN,2035,Gas|w/ CCS,Construction,8.951e-4,0.4975152510005217
ADV_WP5_P240_FullTech,JPN,2035,Gas|w/ CCS,direct fossil CO2 (CCS),8.951e-4,36.38208021450117
ADV_WP5_P240_FullTech,JPN,2035,Gas|w/ CCS,Operation,8.951e-4,20.64514683779384
ADV_WP5_P240_FullTech,JPN,2035,Gas|w/ CCS,upstream CH4,8.951e-4,7.501984666487709
ADV_WP5_P240_FullTech,JPN,2035,Gas|w/o CCS,Construction,0.9687,0.18945230480536573
ADV_WP5_P240_FullTech,JPN,2035,Gas|w/o CCS,direct fossil CO2 (non-CCS),0.9687,399.8761226385878
ADV_WP5_P240_FullTech,JPN,2035,Gas|w/o CCS,Operation,0.9687,15.170211461331569
ADV_WP5_P240_FullTech,JPN,2035,Gas|w/o CCS,upstream CH4,0.9687,9.039244713537776
ADV_WP5_P240_FullTech,JPN,2035,Nuclear,Construction,2.243,1.0346036382897823
ADV_WP5_P240_FullTech,JPN,2035,Nuclear,Operation,2.243,3.514461108884901
ADV_WP5_P240_FullTech,JPN,2035,Solar|CSP,Construction,3.179e-5,22.977721517645172
ADV_WP5_P240_FullTech,JPN,2035,Solar|CSP,Operation,3.179e-5,1.1577144868169664
ADV_WP5_P240_FullTech,JPN,2035,Solar|PV,Construction,0.2138,13.706705386804364
ADV_WP5_P240_FullTech,JPN,2035,Solar|PV,Operation,0.2138,0.04243532099359817
ADV_WP5_P240_FullTech,JPN,2035,Wind,Construction,0.3936,5.356637752966367
ADV_WP5_P240_FullTech,JPN,2035,Wind,Operation,0.3936,0.5775401130090242
ADV_WP5_P240_FullTech,LAM,2035,Biomass|w/o CCS,Construction,0.003074,1.7716323151412194
ADV_WP5_P240_FullTech,LAM,2035,Biomass|w/o CCS,Operation,0.003074,22.091510715497655
ADV_WP5_P240_FullTech,LAM,2035,Biomass|w/o CCS,LUC,0.003074,306.4611108970434
ADV_WP5_P240_FullTech,LAM,2035,Biomass|w/ CCS,BECCS,0.1957,-790.0868676545733
ADV_WP5_P240_FullTech,LAM,2035,Biomass|w/ CCS,Construction,0.1957,1.9550498780594765
ADV_WP5_P240_FullTech,LAM,2035,Biomass|w/ CCS,Operation,0.1957,26.296864258865607
ADV_WP5_P240_FullTech,LAM,2035,Biomass|w/ CCS,LUC,0.1957,425.09121834106014
ADV_WP5_P240_FullTech,LAM,2035,Coal|w/ CCS,Construction,7.875e-5,0.6657092687677185
ADV_WP5_P240_FullTech,LAM,2035,Coal|w/ CCS,direct fossil CO2 (CCS),7.875e-5,90.56
ADV_WP5_P240_FullTech,LAM,2035,Coal|w/ CCS,Operation,7.875e-5,17.80249463392295
ADV_WP5_P240_FullTech,LAM,2035,Coal|w/ CCS,upstream CH4,7.875e-5,18.01506666321339
ADV_WP5_P240_FullTech,LAM,2035,Coal|w/o CCS,Construction,0.002036,0.24113701998461995
ADV_WP5_P240_FullTech,LAM,2035,Coal|w/o CCS,direct fossil CO2 (non-CCS),0.002036,702.6719056974459
ADV_WP5_P240_FullTech,LAM,2035,Coal|w/o CCS,Operation,0.002036,13.205212294999413
ADV_WP5_P240_FullTech,LAM,2035,Coal|w/o CCS,upstream CH4,0.002036,13.868744114609754
ADV_WP5_P240_FullTech,LAM,2035,Gas|w/ CCS,Construction,0.7571,0.5277178738811513
ADV_WP5_P240_FullTech,LAM,2035,Gas|w/ CCS,direct fossil CO2 (CCS),0.7571,36.73702285035002
ADV_WP5_P240_FullTech,LAM,2035,Gas|w/ CCS,Operation,0.7571,18.097904077404454
ADV_WP5_P240_FullTech,LAM,2035,Gas|w/ CCS,upstream CH4,0.7571,35.33368454493727
ADV_WP5_P240_FullTech,LAM,2035,Gas|w/o CCS,Construction,3.298,0.1785455780041606
ADV_WP5_P240_FullTech,LAM,2035,Gas|w/o CCS,direct fossil CO2 (non-CCS),3.298,406.61006670709526
ADV_WP5_P240_FullTech,LAM,2035,Gas|w/o CCS,Operation,3.298,13.324628236653615
ADV_WP5_P240_FullTech,LAM,2035,Gas|w/o CCS,upstream CH4,3.298,42.288530038847966
ADV_WP5_P240_FullTech,LAM,2035,Nuclear,Construction,0.106,1.1342023256633642
ADV_WP5_P240_FullTech,LAM,2035,Nuclear,Operation,0.106,3.1125655291165835
ADV_WP5_P240_FullTech,LAM,2035,Solar|CSP,Construction,0.1097,12.324546459347092
ADV_WP5_P240_FullTech,LAM,2035,Solar|CSP,Operation,0.1097,0.5191256960097534
ADV_WP5_P240_FullTech,LAM,2035,Solar|PV,Construction,0.936,8.97882989426311
ADV_WP5_P240_FullTech,LAM,2035,Solar|PV,Operation,0.936,0.02233295530679272
ADV_WP5_P240_FullTech,LAM,2035,Wind,Construction,1.591,4.897562729848483
ADV_WP5_P240_FullTech,LAM,2035,Wind,Operation,1.591,0.5097267307851356
ADV_WP5_P240_FullTech,MEA,2035,Biomass|w/o CCS,Construction,4.866e-5,1.7285597685530518
ADV_WP5_P240_FullTech,MEA,2035,Biomass|w/o CCS,Operation,4.866e-5,25.497769233494218
ADV_WP5_P240_FullTech,MEA,2035,Biomass|w/o CCS,LUC,4.866e-5,306.4611108970434
ADV_WP5_P240_FullTech,MEA,2035,Biomass|w/ CCS,BECCS,0.005447,-390.66642188360566
ADV_WP5_P240_FullTech,MEA,2035,Biomass|w/ CCS,Construction,0.005447,1.9062049058207629
ADV_WP5_P240_FullTech,MEA,2035,Biomass|w/ CCS,Operation,0.005447,30.242524052372307
ADV_WP5_P240_FullTech,MEA,2035,Biomass|w/ CCS,LUC,0.005447,425.09121834106014
ADV_WP5_P240_FullTech,MEA,2035,Coal|w/ CCS,Construction,8.16e-5,0.5942683230577286
ADV_WP5_P240_FullTech,MEA,2035,Coal|w/ CCS,direct fossil CO2 (CCS),8.16e-5,88.8970588235294
ADV_WP5_P240_FullTech,MEA,2035,Coal|w/ CCS,Operation,8.16e-5,19.1034486379755
ADV_WP5_P240_FullTech,MEA,2035,Coal|w/ CCS,upstream CH4,8.16e-5,31.92363795390966
ADV_WP5_P240_FullTech,MEA,2035,Coal|w/o CCS,Construction,0.001958,0.2073974845286557
ADV_WP5_P240_FullTech,MEA,2035,Coal|w/o CCS,direct fossil CO2 (non-CCS),0.001958,875.1787538304392
ADV_WP5_P240_FullTech,MEA,2035,Coal|w/o CCS,Operation,0.001958,14.096374529664294
ADV_WP5_P240_FullTech,MEA,2035,Coal|w/o CCS,upstream CH4,0.001958,29.452393695201273
ADV_WP5_P240_FullTech,MEA,2035,Gas|w/ CCS,Construction,2.061,0.48270652667059566
ADV_WP5_P240_FullTech,MEA,2035,Gas|w/ CCS,direct fossil CO2 (CCS),2.061,36.838427947598255
ADV_WP5_P240_FullTech,MEA,2035,Gas|w/ CCS,Operation,2.061,19.308684240588075
ADV_WP5_P240_FullTech,MEA,2035,Gas|w/ CCS,upstream CH4,2.061,32.86254196074962
ADV_WP5_P240_FullTech,MEA,2035,Gas|w/o CCS,Construction,0.5837,0.2129940186459028
ADV_WP5_P240_FullTech,MEA,2035,Gas|w/o CCS,direct fossil CO2 (non-CCS),0.5837,538.9206784307007
ADV_WP5_P240_FullTech,MEA,2035,Gas|w/o CCS,Operation,0.5837,14.141988552852505
ADV_WP5_P240_FullTech,MEA,2035,Gas|w/o CCS,upstream CH4,0.5837,43.61589026934405
ADV_WP5_P240_FullTech,MEA,2035,Nuclear,Construction,0.7553,0.9322249782796892
ADV_WP5_P240_FullTech,MEA,2035,Nuclear,Operation,0.7553,2.966529100158051
ADV_WP5_P240_FullTech,MEA,2035,Solar|CSP,Construction,0.1304,11.830912302791356
ADV_WP5_P240_FullTech,MEA,2035,Solar|CSP,Operation,0.1304,0.570738218090884
ADV_WP5_P240_FullTech,MEA,2035,Solar|PV,Construction,0.8538,7.040067215181248
ADV_WP5_P240_FullTech,MEA,2035,Solar|PV,Operation,0.8538,0.020324402430307826
ADV_WP5_P240_FullTech,MEA,2035,Wind,Construction,0.9421,5.105063126208027
ADV_WP5_P240_FullTech,MEA,2035,Wind,Operation,0.9421,0.5724343669402463
ADV_WP5_P240_FullTech,OAS,2035,Biomass|w/o CCS,Construction,0.08187,1.5324555842713912
ADV_WP5_P240_FullTech,OAS,2035,Biomass|w/o CCS,Operation,0.08187,27.19264215186229
ADV_WP5_P240_FullTech,OAS,2035,Biomass|w/o CCS,LUC,0.08187,306.4611108970434
ADV_WP5_P240_FullTech,OAS,2035,Biomass|w/ CCS,BECCS,0.007984,-642.5350701402806
ADV_WP5_P240_FullTech,OAS,2035,Biomass|w/ CCS,Construction,0.007984,1.6919503999311736
ADV_WP5_P240_FullTech,OAS,2035,Biomass|w/ CCS,Operation,0.007984,32.227171485974885
ADV_WP5_P240_FullTech,OAS,2035,Biomass|w/ CCS,LUC,0.007984,425.09121834106014
ADV_WP5_P240_FullTech,OAS,2035,Coal|w/ CCS,Construction,0.003282,0.5014736797962543
ADV_WP5_P240_FullTech,OAS,2035,Coal|w/ CCS,direct fossil CO2 (CCS),0.003282,78.6252285191956
ADV_WP5_P240_FullTech,OAS,2035,Coal|w/ CCS,Operation,0.003282,23.55118277082587
ADV_WP5_P240_FullTech,OAS,2035,Coal|w/ CCS,upstream CH4,0.003282,11.107712432600461
ADV_WP5_P240_FullTech,OAS,2035,Coal|w/o CCS,Construction,0.004451,0.17256265820254638
ADV_WP5_P240_FullTech,OAS,2035,Coal|w/o CCS,direct fossil CO2 (non-CCS),0.004451,781.469332734217
ADV_WP5_P240_FullTech,OAS,2035,Coal|w/o CCS,Operation,0.004451,18.153401157926332
ADV_WP5_P240_FullTech,OAS,2035,Coal|w/o CCS,upstream CH4,0.004451,9.993612952368814
ADV_WP5_P240_FullTech,OAS,2035,Gas|w/ CCS,Construction,0.1764,0.4154041315318285
ADV_WP5_P240_FullTech,OAS,2035,Gas|w/ CCS,direct fossil CO2 (CCS),0.1764,36.795918367346935
ADV_WP5_P240_FullTech,OAS,2035,Gas|w/ CCS,Operation,0.1764,18.79687506173452
ADV_WP5_P240_FullTech,OAS,2035,Gas|w/ CCS,upstream CH4,0.1764,19.591148084980528
ADV_WP5_P240_FullTech,OAS,2035,Gas|w/o CCS,Construction,3.326,0.14913789661316276
ADV_WP5_P240_FullTech,OAS,2035,Gas|w/o CCS,direct fossil CO2 (non-CCS),3.326,396.5844858689116
ADV_WP5_P240_FullTech,OAS,2035,Gas|w/o CCS,Operation,3.326,13.662541776315472
ADV_WP5_P240_FullTech,OAS,2035,Gas|w/o CCS,upstream CH4,3.326,23.293857060951968
ADV_WP5_P240_FullTech,OAS,2035,Nuclear,Construction,4.085,0.9486662563363357
ADV_WP5_P240_FullTech,OAS,2035,Nuclear,Operation,4.085,3.315805019360953
ADV_WP5_P240_FullTech,OAS,2035,Solar|CSP,Construction,0.1029,13.876686730106009
ADV_WP5_P240_FullTech,OAS,2035,Solar|CSP,Operation,0.1029,0.7499880142389624
ADV_WP5_P240_FullTech,OAS,2035,Solar|PV,Construction,2.06,8.885044169257409
ADV_WP5_P240_FullTech,OAS,2035,Solar|PV,Operation,2.06,0.023755007954189226
ADV_WP5_P240_FullTech,OAS,2035,Wind,Construction,1.568,6.929122626651725
ADV_WP5_P240_FullTech,OAS,2035,Wind,Operation,1.568,0.8883344836732354
ADV_WP5_P240_FullTech,ROW,2035,Biomass|w/o CCS,Construction,0.01361,1.4890028850623187
ADV_WP5_P240_FullTech,ROW,2035,Biomass|w/o CCS,Operation,0.01361,28.226349688444486
ADV_WP5_P240_FullTech,ROW,2035,Biomass|w/o CCS,LUC,0.01361,306.4611108970434
